1945,106330346
1946,104292498
1947,102273881
1948,100274514
1949,98294417
1950,96333607
1951,94392103
1952,92469924
1953,90567088
1954,88683612
1955,86819514
1956,84974812
1957,83149523
1958,81343664
1959,79557253
1960,77790306
1961,76042839
1962,74314870
1963,72606414
1964,70917488
1965,69248107
1966,67598287
1967,65968044
1968,64357393
1969,62766349
1970,61194928
1971,59643143
1972,58111010
1973,56598542
1974,55105755
1975,53632663
1976,52179278
1977,50745615
1978,49331688
1979,47937509
1980,46563091
1981,45208449
1982,43873594
1983,42558538
1984,41263296
1985,39987877
1986,38732296
1987,37496562
1988,36280689
1989,35084687
1990,33908568
1991,32752342
1992,31616022
1993,30499616
1994,29403137
1995,28326593
1996,27269996
1997,26233356
1998,25216681
1999,24219982
2000,23243267
2001,22286547
2002,21349830
2003,20433125
2004,19536441
2005,18659786
2006,17803168
2007,16966595
2008,16150076
2009,15353618
2010,14577228
2011,13820913
2012,13084682
2013,12368540
2014,11672495
2015,10996553
2016,10340720
2017,9705003
2018,9089408
2019,8493940
2020,7918605
2021,7363408
2022,6828355
2023,6313450
2024,5818699
2025,5344107
2026,4889677
2027,4455413
2028,4041321
2029,3647404
2030,3273665
2031,2920109
2032,2586738
2033,2273555
2034,1980564
2035,1707767
2036,1455168
2037,1222767
2038,1010568
2039,818572
2040,646781
2041,495198
2042,363822
2043,252656
2044,161701
2045,90957
2046,40425
2047,10106
